najvisji_tecaj,odpiralni_tecaj,najnizji_tecaj,uradni_tecaj,datum
-,-,-,2.000,21.04.2016
-,-,-,2.000,22.04.2016
-,-,-,2.000,25.04.2016
-,-,-,2.000,26.04.2016
-,-,-,2.000,28.04.2016
-,-,-,2.000,29.04.2016
-,-,-,2.000,03.05.2016
-,-,-,2.000,04.05.2016
-,-,-,2.000,05.05.2016
-,-,-,2.000,06.05.2016
-,-,-,2.000,09.05.2016
-,-,-,2.000,10.05.2016
-,-,-,2.000,11.05.2016
-,-,-,2.000,12.05.2016
-,-,-,2.000,13.05.2016
-,-,-,2.000,16.05.2016
-,-,-,2.000,17.05.2016
-,-,-,2.000,18.05.2016
-,-,-,2.000,19.05.2016
-,-,-,2.000,20.05.2016
-,-,-,2.000,23.05.2016
-,-,-,2.000,24.05.2016
2.250,2.250,2.250,2.250,25.05.2016
-,-,-,2.250,26.05.2016
-,-,-,2.250,27.05.2016
-,-,-,2.250,30.05.2016
-,-,-,2.250,31.05.2016
-,-,-,2.250,01.06.2016
-,-,-,2.250,02.06.2016
-,-,-,2.250,03.06.2016
-,-,-,2.250,06.06.2016
-,-,-,2.250,07.06.2016
-,-,-,2.250,08.06.2016
-,-,-,2.250,09.06.2016
2.810,2.810,2.810,2.810,10.06.2016
-,-,-,2.810,13.06.2016
-,-,-,2.810,14.06.2016
-,-,-,2.810,15.06.2016
-,-,-,2.810,16.06.2016
-,-,-,2.810,17.06.2016
-,-,-,2.810,20.06.2016
-,-,-,2.810,21.06.2016
-,-,-,2.810,22.06.2016
-,-,-,2.810,23.06.2016
-,-,-,2.810,24.06.2016
-,-,-,2.810,27.06.2016
2.250,2.250,2.250,2.250,28.06.2016
-,-,-,2.250,29.06.2016
-,-,-,2.250,30.06.2016
-,-,-,2.250,01.07.2016
-,-,-,2.250,04.07.2016
-,-,-,2.250,05.07.2016
-,-,-,2.250,06.07.2016
-,-,-,2.250,07.07.2016
-,-,-,2.250,08.07.2016
-,-,-,2.250,11.07.2016
-,-,-,2.250,12.07.2016
-,-,-,2.250,13.07.2016
-,-,-,2.250,14.07.2016
-,-,-,2.250,15.07.2016
-,-,-,2.250,18.07.2016
-,-,-,2.250,19.07.2016
-,-,-,2.250,20.07.2016
-,-,-,2.250,21.07.2016
-,-,-,2.250,22.07.2016
-,-,-,2.250,25.07.2016
-,-,-,2.250,26.07.2016
-,-,-,2.250,27.07.2016
-,-,-,2.250,28.07.2016
-,-,-,2.250,29.07.2016
