najvisji_tecaj,odpiralni_tecaj,najnizji_tecaj,uradni_tecaj,datum
-,-,-,0.010,14.03.2016
-,-,-,0.010,15.03.2016
-,-,-,0.010,16.03.2016
-,-,-,0.010,17.03.2016
0.150,0.150,0.150,0.150,18.03.2016
0.150,0.150,0.150,0.150,21.03.2016
-,-,-,0.150,22.03.2016
0.003,0.003,0.003,0.003,23.03.2016
-,-,-,0.003,24.03.2016
-,-,-,0.003,29.03.2016
0.105,0.105,0.105,0.105,30.03.2016
-,-,-,0.105,31.03.2016
-,-,-,0.105,01.04.2016
0.030,0.030,0.030,0.030,04.04.2016
-,-,-,0.030,05.04.2016
0.030,0.030,0.030,0.030,06.04.2016
0.028,0.028,0.028,0.028,07.04.2016
0.028,0.028,0.028,0.028,08.04.2016
-,-,-,0.028,11.04.2016
-,-,-,0.028,12.04.2016
-,-,-,0.028,13.04.2016
-,-,-,0.028,14.04.2016
-,-,-,0.028,15.04.2016
-,-,-,0.028,18.04.2016
0.025,0.025,0.025,0.025,19.04.2016
-,-,-,0.025,20.04.2016
-,-,-,0.025,21.04.2016
-,-,-,0.025,22.04.2016
-,-,-,0.025,25.04.2016
-,-,-,0.025,26.04.2016
-,-,-,0.025,28.04.2016
-,-,-,0.025,29.04.2016
-,-,-,0.025,03.05.2016
-,-,-,0.025,04.05.2016
-,-,-,0.025,05.05.2016
-,-,-,0.025,06.05.2016
-,-,-,0.025,09.05.2016
-,-,-,0.025,10.05.2016
-,-,-,0.025,11.05.2016
-,-,-,0.025,12.05.2016
-,-,-,0.025,13.05.2016
-,-,-,0.025,16.05.2016
-,-,-,0.025,17.05.2016
-,-,-,0.025,18.05.2016
-,-,-,0.025,19.05.2016
-,-,-,0.025,20.05.2016
-,-,-,0.025,23.05.2016
-,-,-,0.025,24.05.2016
-,-,-,0.025,25.05.2016
-,-,-,0.025,26.05.2016
-,-,-,0.025,27.05.2016
-,-,-,0.025,30.05.2016
-,-,-,0.025,31.05.2016
-,-,-,0.025,01.06.2016
-,-,-,0.025,02.06.2016
-,-,-,0.025,03.06.2016
-,-,-,0.025,06.06.2016
-,-,-,0.025,07.06.2016
-,-,-,0.025,08.06.2016
-,-,-,0.025,09.06.2016
-,-,-,0.025,10.06.2016
-,-,-,0.025,13.06.2016
-,-,-,0.025,14.06.2016
-,-,-,0.025,15.06.2016
-,-,-,0.025,16.06.2016
-,-,-,0.025,17.06.2016
-,-,-,0.025,20.06.2016
-,-,-,0.025,21.06.2016
-,-,-,0.025,22.06.2016
-,-,-,0.025,23.06.2016
-,-,-,0.025,24.06.2016
-,-,-,0.025,27.06.2016
-,-,-,0.025,28.06.2016
-,-,-,0.025,29.06.2016
-,-,-,0.025,30.06.2016
-,-,-,0.025,01.07.2016
-,-,-,0.025,04.07.2016
-,-,-,0.025,05.07.2016
-,-,-,0.025,06.07.2016
-,-,-,0.025,07.07.2016
-,-,-,0.025,08.07.2016
-,-,-,0.025,11.07.2016
-,-,-,0.025,12.07.2016
-,-,-,0.025,13.07.2016
-,-,-,0.025,14.07.2016
-,-,-,0.025,15.07.2016
-,-,-,0.025,18.07.2016
-,-,-,0.025,19.07.2016
-,-,-,0.025,20.07.2016
-,-,-,0.025,21.07.2016
-,-,-,0.025,22.07.2016
-,-,-,0.025,25.07.2016
-,-,-,0.025,26.07.2016
-,-,-,0.025,27.07.2016
-,-,-,0.025,28.07.2016
-,-,-,0.025,29.07.2016
